,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,Duration
437,14,F,Guatemala,5/17/2018,5/21/2018,5/22/2018,Harlingen (SNA),Southwest Key Canutillo,Reunited with Sep Parent,DISCHARGED,6/22/2018,Zero Tolerance Policy,36
438,16,M,Guatemala,4/26/2018,4/30/2018,4/29/2018,Harlingen (SNA),BCFS Raymondville,Discharged Under other approp circumstances,DISCHARGED,5/23/2018,Zero Tolerance Policy,27
439,15,M,Honduras,4/29/2018,4/29/2018,4/30/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,88
440,7,F,Honduras,5/3/2018,5/3/2018,5/5/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,85
441,7,M,Guatemala,5/7/2018,5/8/2018,5/9/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,79
442,9,F,El Salvador,5/14/2018,5/14/2018,5/15/2018,,Southwest Key Combes,Discharged Under other approp circumstances,DISCHARGED,10/4/2018,Zero Tolerance Policy,143
443,3,M,Honduras,5/15/2018,5/16/2018,5/18/2018,Harlingen (SNA),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,56
444,5,M,Guatemala,4/17/2018,4/17/2018,4/18/2018,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,95
445,6,M,Honduras,4/18/2018,4/19/2018,4/20/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,96
446,3,F,El Salvador,4/20/2018,4/20/2018,4/21/2018,Harlingen (SNA),Upbring,Reunited with Sep Parent,DISCHARGED,7/2/2018,Zero Tolerance Policy,73
447,7,M,Honduras,4/20/2018,4/21/2018,4/22/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,96
448,5,M,Honduras,5/16/2018,5/16/2018,5/17/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/31/2018,Zero Tolerance Policy,76
449,3,M,Honduras,5/11/2018,5/11/2018,5/12/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,60
450,6,F,Mexico,5/12/2018,5/13/2018,5/15/2018,Harlingen (SNA),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,7/1/2018,Zero Tolerance Policy,50
451,3,M,Honduras,5/16/2018,5/16/2018,5/18/2018,,Southwest Key Glendale,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,55
452,5,M,Honduras,5/16/2018,5/16/2018,5/18/2018,Harlingen (SNA),Southwest Key Glendale,Reunited with Sep Parent,DISCHARGED,8/3/2018,Zero Tolerance Policy,79
453,7,M,Honduras,5/17/2018,5/19/2018,5/19/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,68
454,10,F,Honduras,5/21/2018,5/23/2018,5/24/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,3/4/2019,Zero Tolerance Policy,287
455,10,F,Guatemala,6/4/2018,6/6/2018,6/7/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,48
456,9,M,Guatemala,5/27/2018,5/27/2018,5/30/2018,Harlingen (SNA),His House,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,56
457,7,F,Honduras,6/10/2018,6/12/2018,6/12/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,44
458,12,M,Honduras,6/10/2018,6/11/2018,6/13/2018,,Childrens Home of Kingston,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,46
459,5,F,Honduras,6/14/2018,6/18/2018,6/19/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,38
460,12,F,Honduras,6/18/2018,6/21/2018,6/25/2018,Harlingen (SNA),Childrens Village Shelter,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,48
461,9,M,Romania,4/10/2018,4/10/2018,4/11/2018,Harlingen (SNA),Heartland Intl Childrens Center,Reunited with Sep Parent,DISCHARGED,6/6/2018,Zero Tolerance Policy,57
462,7,F,Romania,4/10/2018,4/10/2018,4/11/2018,Harlingen (SNA),Heartland Intl Childrens Center,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,101
463,7,M,Romania,4/10/2018,4/11/2018,4/12/2018,Harlingen (SNA),Heartland Intl Childrens Center,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,94
464,16,F,Romania,4/11/2018,4/13/2018,4/14/2018,Harlingen (SNA),Heartland Intl Childrens Center,Reunited with Sep Parent,DISCHARGED,8/27/2018,Zero Tolerance Policy,138
465,7,F,Honduras,4/12/2018,4/13/2018,4/13/2018,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,8/16/2018,Zero Tolerance Policy,126
466,6,M,Guatemala,5/1/2018,5/2/2018,5/3/2018,El Paso  (ELP),Upbring,Still in Care,ADMITTED,,Zero Tolerance Policy,no discharge
467,7,F,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,77
468,7,M,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,80
469,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
470,15,M,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Rite of Passage ‐ Sycamore,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,81
471,17,M,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Southwest Key Estrella,Discharged Under other approp circumstances,DISCHARGED,10/25/2018,Zero Tolerance Policy,172
472,15,F,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,79
473,5,M,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,80
474,12,F,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/29/2018,Zero Tolerance Policy,115
475,13,F,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,81
476,16,M,Guatemala,5/6/2018,5/6/2018,5/7/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Discharged Under other approp circumstances,DISCHARGED,1/20/2019,Zero Tolerance Policy,259
477,10,F,Guatemala,5/6/2018,5/7/2018,5/9/2018,El Paso  (ELP),Leake and Watts TFC,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,75
478,12,M,Guatemala,5/6/2018,5/7/2018,5/8/2018,El Paso  (ELP),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,77
479,12,M,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,8/12/2018,Zero Tolerance Policy,96
480,16,M,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Childrens Village Shelter,Discharged Under other approp circumstances,DISCHARGED,8/3/2018,Zero Tolerance Policy,87
481,7,M,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,72
482,16,F,Guatemala,5/8/2018,5/9/2018,5/10/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,71
483,17,M,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Board of Child Care Shelter,Discharged Under other approp circumstances,DISCHARGED,12/22/2018,Zero Tolerance Policy,228
484,13,F,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,72
485,6,M,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,72
486,13,M,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,6/15/2018,Zero Tolerance Policy,37
487,15,M,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,6/14/2018,Zero Tolerance Policy,36
488,13,M,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,7/4/2018,Zero Tolerance Policy,56
489,14,F,Guatemala,5/9/2018,5/10/2018,5/12/2018,El Paso  (ELP),Southwest Key Antigua,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy,105
490,16,M,Guatemala,5/9/2018,5/10/2018,5/11/2018,El Paso  (ELP),St. PJs Childrens Home,Discharged Under other approp circumstances,DISCHARGED,11/21/2018,Zero Tolerance Policy,196
491,10,F,Guatemala,5/9/2018,5/10/2018,5/13/2018,El Paso  (ELP),Catholic Charities Boystown,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,72
492,5,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,El Paso  (ELP),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,71
493,15,M,Guatemala,5/12/2018,5/13/2018,5/15/2018,El Paso  (ELP),Southwest Key Casa Quetzal,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy,60
494,14,F,Guatemala,5/12/2018,5/13/2018,5/15/2018,El Paso  (ELP),Southwest Key Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,68
495,15,M,Guatemala,5/15/2018,5/16/2018,5/18/2018,El Paso  (ELP),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,6/14/2018,Zero Tolerance Policy,30
496,9,F,Guatemala,5/15/2018,5/16/2018,5/17/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,65
497,8,M,Guatemala,5/15/2018,5/16/2018,5/17/2018,El Paso  (ELP),Southwest Key Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,65
498,14,M,Guatemala,5/24/2018,5/24/2018,5/26/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,60
499,17,M,Guatemala,5/31/2018,6/2/2018,6/3/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,48
500,15,F,Mexico,5/22/2018,5/23/2018,5/24/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Discharged Under other approp circumstances,DISCHARGED,8/25/2018,Zero Tolerance Policy,95
501,16,M,Honduras,4/20/2018,4/21/2018,4/22/2018,El Paso  (ELP),Southwest Key Casa Phoenix,Still in Care,ADMITTED,,Zero Tolerance Policy,no discharge
502,9,F,Guatemala,4/23/2018,4/24/2018,4/24/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,9/27/2018,Zero Tolerance Policy,157
503,17,M,Honduras,4/27/2018,4/28/2018,4/30/2018,El Paso  (ELP),Southwest Key Casa Kokopelli,Discharged Under other approp circumstances,DISCHARGED,7/4/2018,Zero Tolerance Policy,68
504,5,M,Guatemala,4/30/2018,5/1/2018,5/3/2018,El Paso  (ELP),Bethany Christian Services Maryland,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,80
505,10,F,Guatemala,5/6/2018,5/7/2018,5/8/2018,El Paso  (ELP),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,77
506,13,M,Guatemala,5/9/2018,5/9/2018,5/11/2018,El Paso  (ELP),Southwest Key Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,75
507,5,M,Guatemala,5/15/2018,5/16/2018,5/18/2018,El Paso  (ELP),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,68
508,16,M,Guatemala,5/14/2018,5/15/2018,5/18/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,70
509,10,M,Guatemala,5/5/2018,5/6/2018,5/8/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,78
510,6,M,Guatemala,5/5/2018,5/6/2018,5/8/2018,El Paso  (ELP),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,8/14/2018,Zero Tolerance Policy,101
511,6,M,Guatemala,5/5/2018,5/6/2018,5/7/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,9/25/2018,Zero Tolerance Policy,143
512,8,F,Guatemala,5/5/2018,5/6/2018,5/8/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,81
513,15,M,Guatemala,5/8/2018,5/8/2018,5/9/2018,El Paso  (ELP),Southwest Key Casa Quetzal,Discharged Under other approp circumstances,DISCHARGED,7/10/2018,Zero Tolerance Policy,63
514,6,M,Guatemala,5/8/2018,5/8/2018,5/9/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,72
515,13,F,Guatemala,5/8/2018,5/8/2018,5/10/2018,El Paso  (ELP),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,72
516,12,M,Guatemala,5/8/2018,5/8/2018,5/10/2018,El Paso  (ELP),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,11/2/2018,Zero Tolerance Policy,178
517,15,M,Guatemala,5/8/2018,5/8/2018,5/8/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,79
518,10,M,Guatemala,5/8/2018,5/8/2018,5/9/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,77
519,6,M,Guatemala,5/8/2018,5/8/2018,5/9/2018,El Paso  (ELP),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,77
520,16,M,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Childrens Village Shelter,Reunited with Sep Parent,DISCHARGED,8/18/2018,Zero Tolerance Policy,102
521,6,F,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,6/14/2018,Zero Tolerance Policy,37
522,13,F,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Crittenton Shelter,Discharged Under other approp circumstances,DISCHARGED,7/26/2018,Zero Tolerance Policy,79
523,5,F,Guatemala,5/8/2018,5/9/2018,5/11/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,75
524,16,M,Guatemala,5/8/2018,5/9/2018,5/12/2018,El Paso  (ELP),KidsPeace,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,73
525,7,M,Guatemala,5/9/2018,5/9/2018,5/11/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,73
526,10,M,Guatemala,5/9/2018,5/9/2018,5/11/2018,El Paso  (ELP),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy,63
527,14,M,Guatemala,5/10/2018,5/10/2018,5/12/2018,El Paso  (ELP),Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,10/18/2018,Zero Tolerance Policy,161
528,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
529,11,M,Guatemala,5/10/2018,5/10/2018,5/12/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,5/25/2018,Zero Tolerance Policy,15
530,13,M,Guatemala,5/10/2018,5/11/2018,5/11/2018,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep Parent,DISCHARGED,10/19/2018,Zero Tolerance Policy,162
531,12,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,El Paso  (ELP),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,68
532,17,M,Guatemala,5/14/2018,5/14/2018,5/16/2018,El Paso  (ELP),Southwest Key Casa Houston,Reunited with Sep Parent,DISCHARGED,10/24/2018,Zero Tolerance Policy,163
533,6,M,Guatemala,5/14/2018,5/15/2018,5/17/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,72
534,6,F,Honduras,5/14/2018,5/15/2018,5/17/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,68
535,5,F,Honduras,5/14/2018,5/15/2018,5/17/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,68
536,17,M,Guatemala,5/18/2018,5/18/2018,5/19/2018,El Paso  (ELP),Crittenton Shelter,Discharged Under other approp circumstances,DISCHARGED,7/28/2018,Zero Tolerance Policy,71
537,13,M,Honduras,5/18/2018,5/18/2018,5/19/2018,El Paso  (ELP),Crittenton Shelter,Reunited with Sep Parent,DISCHARGED,10/10/2018,Zero Tolerance Policy,145
538,13,M,Guatemala,5/18/2018,5/20/2018,5/21/2018,El Paso  (ELP),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,63
539,9,M,Guatemala,5/18/2018,5/20/2018,5/20/2018,El Paso  (ELP),Southwest Key Canutillo,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,68
540,13,M,Guatemala,5/18/2018,5/20/2018,5/22/2018,El Paso  (ELP),Catholic Guardian Services Crotona,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,67
541,16,F,Guatemala,5/18/2018,5/21/2018,5/21/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Still in Care,ADMITTED,,Zero Tolerance Policy,no discharge
542,14,M,Guatemala,5/18/2018,5/21/2018,5/21/2018,El Paso  (ELP),Southwest Key Campbell,Discharged Under other approp circumstances,DISCHARGED,7/9/2018,Zero Tolerance Policy,52
543,16,F,Guatemala,5/18/2018,5/19/2018,5/19/2018,El Paso  (ELP),Southwest Key Casita Del Valle,Reunited with Sep Parent,DISCHARGED,10/15/2018,Zero Tolerance Policy,150
544,15,M,Guatemala,5/21/2018,5/21/2018,5/25/2018,El Paso  (ELP),Homestead,Reunited with Sep Parent,DISCHARGED,10/11/2018,Zero Tolerance Policy,143
545,5,M,Guatemala,5/22/2018,5/24/2018,5/26/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,60
546,6,M,Guatemala,5/23/2018,5/23/2018,5/23/2018,El Paso  (ELP),Upbring,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,54
547,8,F,Guatemala,5/23/2018,5/23/2018,5/26/2018,El Paso  (ELP),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,58
548,14,M,Guatemala,6/4/2018,6/8/2018,6/10/2018,El Paso  (ELP),Rite of Passage ‐ Canyon,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,52
549,5,F,El Salvador,5/6/2018,5/8/2018,5/9/2018,El Paso  (ELP),Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,6/21/2018,Zero Tolerance Policy,46
550,2,F,Honduras,5/7/2018,5/8/2018,5/10/2018,El Paso  (ELP),Catholic Guardian Services TFC,Reunited with Sep Parent,DISCHARGED,8/15/2018,Zero Tolerance Policy,100
551,17,M,El Salvador,5/12/2018,5/13/2018,5/15/2018,El Paso  (ELP),Southwest Key Conroe,Discharged Under other approp circumstances,DISCHARGED,8/3/2018,Zero Tolerance Policy,83
552,6,F,Guatemala,5/21/2018,5/22/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,64
553,9,M,Guatemala,5/21/2018,5/22/2018,5/22/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,63
554,9,M,Guatemala,5/21/2018,5/24/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,64
555,11,M,Guatemala,5/21/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,62
556,15,M,Guatemala,5/21/2018,5/22/2018,5/22/2018,"Phoenix, AZ  (PHO)",Rite of Passage ‐ Sycamore,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,66
557,11,F,Guatemala,5/21/2018,5/22/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,60
558,17,F,Guatemala,5/21/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Childrens Village Shelter,Discharged Under other approp circumstances,DISCHARGED,7/6/2018,Zero Tolerance Policy,46
559,16,F,Guatemala,5/21/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,65
560,8,M,Guatemala,5/21/2018,5/23/2018,5/26/2018,"Phoenix, AZ  (PHO)",His House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,65
561,15,M,Guatemala,5/21/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Southwest Key Rio Grande,Discharged Under other approp circumstances,DISCHARGED,9/9/2018,Zero Tolerance Policy,111
562,15,M,Guatemala,5/21/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Homestead,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,51
563,10,F,Guatemala,5/21/2018,5/22/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,63
564,11,M,Guatemala,5/22/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,58
565,6,M,Guatemala,5/22/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,58
566,16,M,Guatemala,5/22/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,64
567,16,F,Guatemala,5/22/2018,5/23/2018,5/24/2018,"Phoenix, AZ  (PHO)",Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,59
568,10,F,Guatemala,5/22/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,57
569,13,M,El Salvador,5/22/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,59
570,11,M,El Salvador,5/22/2018,5/22/2018,5/24/2018,"Phoenix, AZ  (PHO)",Holy Family Institute,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,59
571,5,F,Guatemala,5/22/2018,5/23/2018,5/23/2018,"Phoenix, AZ  (PHO)",Southwest Key Glendale,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,62
572,17,M,Guatemala,5/22/2018,5/24/2018,5/26/2018,"Phoenix, AZ  (PHO)",BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,56
573,16,F,Guatemala,5/22/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,58
574,9,M,Honduras,5/22/2018,5/24/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,6/21/2018,Zero Tolerance Policy,30
575,7,M,Guatemala,5/23/2018,5/24/2018,5/27/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,57
576,6,M,Guatemala,5/23/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,58
577,16,M,Guatemala,5/23/2018,5/23/2018,5/27/2018,"Phoenix, AZ  (PHO)",Center for Family Services Shelter,Reunited with Sep Parent,DISCHARGED,9/7/2018,Zero Tolerance Policy,107
578,13,M,India,5/23/2018,5/23/2018,5/26/2018,"Phoenix, AZ  (PHO)",Heartland Intl Childrens Center,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,57
579,13,M,Guatemala,5/23/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,58
580,5,M,Guatemala,5/23/2018,5/24/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,57
581,13,M,Guatemala,5/23/2018,5/23/2018,5/25/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/26/2018,Zero Tolerance Policy,126
